"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Soriano, George",666277,"MIA","FF","4-Seamer",-0.1,0,"358",40.5,"90","0.315","0.411","0.382",17.7,6.7,9,"0.347","0.518","0.429",47.1
"Williamson, Brandon",682227,"CIN","CH","Changeup",0.3,1,"320",16.5,"90","0.183","0.39","0.311",39.9,26.7,23.1,"0.232","0.392","0.305",31
"Stephan, Trevor",663986,"CLE","FS","Splitter",1.3,4,"317",28.1,"90","0.152","0.203","0.223",49.1,47.8,25.3,"0.149","0.193","0.209",16.2
"Murphy, Chris",669684,"BOS","FF","4-Seamer",-0.6,-2,"337",38.7,"90","0.338","0.481","0.422",15.5,20,19.8,"0.289","0.434","0.365",43.3
"Hoeing, Bryan",663773,"MIA","SL","Slider",0.1,0,"361",32.1,"89","0.195","0.402","0.253",32.3,25.8,17.2,"0.237","0.438","0.288",33.8
"Banks, Tanner",621383,"CWS","FF","4-Seamer",-0.9,-3,"356",35.4,"89","0.291","0.494","0.36",24.4,25.8,19.5,"0.252","0.499","0.347",37.9
"Edwards Jr., Carl",605218,"WSH","FF","4-Seamer",-1.2,-4,"358",63.4,"89","0.312","0.468","0.395",15.7,14.6,12,"0.295","0.389","0.35",26.6
"López, Pablo",641154,"MIN","SIFT","Sinker",1.9,6,"320",10.6,"89","0.278","0.342","0.309",12.6,6.7,17.6,"0.266","0.367","0.312",28
"Saucedo, Tayler",642048,"SEA","SIFT","Sinker",1.5,5,"315",39.9,"89","0.236","0.278","0.312",17.5,10.1,18,"0.275","0.352","0.347",41.5
"Hendricks, Kyle",543294,"CHC","FF","4-Seamer",-1.2,-5,"428",20.3,"89","0.38","0.658","0.468",11.2,12.4,16.7,"0.37","0.69","0.474",55.1
"Miller, Shelby",571946,"LAD","FF","4-Seamer",3.6,14,"382",57.6,"89","0.11","0.178","0.222",25.8,24.7,22,"0.207","0.4","0.332",48.1
"Hoffman, Jeff",656546,"PHI","SL","Slider",2.2,9,"416",47.9,"89","0.074","0.123","0.156",44.6,43.8,29.3,"0.107","0.159","0.155",20.5
"Bassitt, Chris",605135,"TOR","CUKC","Curveball",0.5,2,"394",12.6,"89","0.192","0.295","0.265",31.8,25.8,20,"0.217","0.314","0.28",21.4
"Barria, Jaime",642545,"LAA","FF","4-Seamer",-2.5,-10,"413",30.6,"89","0.362","0.713","0.48",14.6,10.1,7.4,"0.337","0.671","0.444",44.4
"Pagán, Emilio",641941,"MIN","FC","Cutter",2.1,7,"319",30.1,"89","0.143","0.214","0.187",18.8,14.6,11.9,"0.227","0.347","0.266",38.9
"Hill, Tim",657612,"SD","SIFT","Sinker",-2.5,-8,"301",42,"89","0.366","0.476","0.407",10.9,6.7,11.3,"0.297","0.399","0.331",42.9
"Coulombe, Danny",543056,"BAL","FC","Cutter",1.8,6,"353",42.5,"89","0.25","0.3","0.305",30.4,23.6,30.4,"0.229","0.31","0.276",23.3
"Puk, A.J.",640462,"MIA","ST","Sweeper",-0.1,0,"405",42.6,"89","0.241","0.402","0.317",38.9,33.7,20.5,"0.194","0.34","0.239",19
"Bickford, Phil",641360,"NYM","SL","Slider",-4.3,-14,"331",26.9,"89","0.325","0.614","0.428",28.6,19.1,13.1,"0.29","0.541","0.376",49.3
"Shaw, Bryan",543766,"CWS","FC","Cutter",0.9,3,"392",50.6,"89","0.267","0.387","0.348",18.9,16.9,13.4,"0.245","0.371","0.331",36.7
"Musgrove, Joe",605397,"SD","CUKC","Curveball",-0.1,0,"370",23.9,"88","0.207","0.329","0.262",34,36.4,21.1,"0.202","0.331","0.262",37.3
"Suárez, Ranger",624133,"PHI","CUKC","Curveball",2.5,9,"384",19,"88","0.143","0.226","0.194",37.7,39.8,21.9,"0.17","0.248","0.203",20.4
"King, John",667463,"STL","SIFT","Sinker",1,3,"286",54.3,"88","0.316","0.405","0.352",13.8,9.1,14.5,"0.307","0.421","0.351",38.9
"Hill, Tim",657612,"SD","FF","4-Seamer",-1.1,-4,"346",48.3,"88","0.267","0.44","0.362",18.4,18.2,13.1,"0.243","0.426","0.342",43.3
"Kaprielian, James",621076,"OAK","SL","Slider",-0.8,-3,"335",30.7,"88","0.263","0.4","0.323",31.6,31.8,20.6,"0.193","0.247","0.238",17.3
"Suter, Brent",608718,"COL","SIFT","Sinker",-1.2,-4,"343",30.4,"88","0.342","0.443","0.394",13,17,15.2,"0.263","0.33","0.303",31.3
"Germán, Domingo",593334,"NYY","FF","4-Seamer",-1.2,-5,"458",27.7,"88","0.321","0.741","0.454",19,12.5,11.6,"0.325","0.725","0.459",49.3
"Doval, Camilo",666808,"SF","FC","Cutter",2,8,"384",33.7,"88","0.175","0.212","0.224",30.4,40.9,24.7,"0.151","0.221","0.203",37.8
"Harrison, Kyle",690986,"SF","FF","4-Seamer",0.5,2,"357",60.7,"88","0.182","0.39","0.289",24.8,27.3,19,"0.205","0.389","0.299",37
"Peterson, David",656849,"NYM","CH","Changeup",-1.4,-5,"354",19.1,"88","0.333","0.573","0.435",31.6,17,19.5,"0.265","0.504","0.375",32.8
"Nelson, Kyle",669459,"AZ","FF","4-Seamer",-1.2,-3,"282",32.1,"88","0.321","0.556","0.407",14.1,19.3,27.9,"0.263","0.474","0.341",43.1
"Koch, Matt",571863,"COL","FC","Cutter",-2.4,-7,"276",47.3,"88","0.305","0.573","0.386",28.3,20.5,24.7,"0.254","0.461","0.332",40
"Nardi, Andrew",677053,"MIA","SL","Slider",1.1,4,"357",37.7,"87","0.19","0.405","0.265",36.2,41.4,26.7,"0.162","0.293","0.211",16.7
"Hjelle, Sean",663546,"SF","SIFT","Sinker",-2.6,-7,"273",52.9,"87","0.347","0.52","0.408",11.2,20.7,27.3,"0.281","0.437","0.353",42.4
"Chargois, JT",608638,"MIA","SIFT","Sinker",1.3,5,"356",50.6,"87","0.25","0.421","0.338",9.7,11.5,18.5,"0.259","0.426","0.34",47.8
"Anderson, Chase",502624,"COL","CH","Changeup",0.9,3,"332",22.9,"87","0.163","0.25","0.22",28.7,25.3,19.1,"0.195","0.27","0.241",19
"Gallen, Zac",668678,"AZ","FC","Cutter",-2.2,-7,"333",10.3,"87","0.333","0.595","0.397",20.3,13.8,20.3,"0.312","0.547","0.369",35.6
"Hartwig, Grant",701643,"NYM","SIFT","Sinker",-1.3,-4,"293",46.8,"87","0.296","0.423","0.403",13.2,14.9,14.6,"0.261","0.357","0.346",36.2
"Bird, Jake",656234,"COL","CUKC","Curveball",1,3,"278",20,"87","0.133","0.265","0.184",38.3,49.4,25.9,"0.127","0.266","0.184",34.1
"Littell, Zack",641793,"TB","FS","Splitter",-0.9,-2,"255",19.2,"87","0.268","0.415","0.325",28.1,25.3,18.3,"0.281","0.381","0.319",41
"Young, Alex",622065,"CIN","SIFT","Sinker",-1.4,-5,"321",36.6,"87","0.304","0.506","0.404",12.2,3.4,6.7,"0.327","0.505","0.389",50
"Montero, Rafael",606160,"HOU","CH","Changeup",-1.2,-3,"277",22.1,"87","0.299","0.416","0.357",29.4,20.7,17.1,"0.234","0.311","0.285",38.3
"Henry, Tommy",674072,"AZ","CUKC","Curveball",0.7,2,"265",19.1,"86","0.229","0.325","0.267",21,23.3,23,"0.242","0.347","0.27",25.4
"Rodriguez, Eduardo",593958,"DET","SIFT","Sinker",0.1,0,"220",9,"86","0.165","0.228","0.208",13.5,39.5,19.7,"0.196","0.288","0.243",37
"Ohtani, Shohei",660271,"LAA","FC","Cutter",-1.7,-6,"332",15.9,"86","0.315","0.603","0.435",23.1,16.3,26.9,"0.322","0.667","0.461",42.4
"Gonzales, Marco",594835,"SEA","CH","Changeup",0.9,2,"245",30.2,"86","0.222","0.358","0.267",29.5,20.9,19.8,"0.253","0.409","0.307",31.3
"Kimbrel, Craig",518886,"PHI","CUKC","Curveball",1.1,4,"368",32.8,"86","0.175","0.325","0.256",38.2,31.4,23.1,"0.204","0.323","0.264",44.4
"Urías, Julio",628711,"LAD","CH","Changeup",-3.9,-11,"290",15.7,"86","0.296","0.593","0.406",29.9,30.2,22.8,"0.254","0.417","0.303",37.5
"Domínguez, Seranthony",622554,"PHI","FF","4-Seamer",-0.3,-1,"336",39.1,"86","0.222","0.361","0.324",31.1,22.1,16.5,"0.25","0.379","0.34",18.9
"Hill, Rich",448179,"SD","FC","Cutter",-0.7,-3,"372",14.7,"86","0.39","0.701","0.488",19.9,11.6,23.8,"0.366","0.66","0.464",41.8
"Darvish, Yu",506433,"SD","SL","Slider",-2.2,-9,"389",17.5,"85","0.431","0.708","0.52",24.7,14.1,19.7,"0.336","0.517","0.416",36.7
"Moll, Sam",594580,"CIN","ST","Sweeper",1.8,7,"388",37.9,"85","0.155","0.211","0.251",30.1,31.8,21.3,"0.162","0.224","0.247",31.1
"Baumann, Mike",657508,"BAL","CUKC","Curveball",1.5,4,"272",25.4,"85","0.192","0.244","0.233",33.3,41.2,25,"0.194","0.287","0.248",41.9
"Kremer, Dean",665152,"BAL","CH","Changeup",-1.4,-5,"358",12.2,"85","0.26","0.377","0.315",27,20,15.6,"0.268","0.397","0.326",35
"Adam, Jason",592094,"TB","CH","Changeup",0,0,"319",35.2,"85","0.187","0.293","0.275",33.3,27.1,24.2,"0.218","0.341","0.295",36.5
"Poche, Colin",621363,"TB","SL","Slider",2.3,8,"324",35,"85","0.127","0.203","0.204",41,37.6,33.3,"0.143","0.247","0.197",29.2
"Rodón, Carlos",607074,"NYY","SL","Slider",-0.8,-3,"327",28.9,"85","0.2","0.347","0.298",37.2,36.5,26.5,"0.199","0.295","0.268",27.3
"López, Reynaldo",625643,"CLE","SL","Slider",-0.2,-1,"353",29.3,"85","0.247","0.395","0.288",38.7,36.5,20.1,"0.21","0.389","0.276",35.3
"Wacha, Michael",608379,"SD","SIFT","Sinker",-0.3,-1,"297",13.4,"85","0.25","0.45","0.339",11.1,16.5,14.3,"0.302","0.511","0.368",37.9
"Kirby, George",669923,"SEA","CUKC","Curveball",-0.2,-1,"322",11.4,"85","0.262","0.452","0.311",15.8,17.6,17.9,"0.257","0.486","0.313",47.1
"Gott, Trevor",641627,"NYM","SIFT","Sinker",-0.7,-2,"272",27.8,"84","0.268","0.31","0.342",10.8,14.3,21.4,"0.247","0.31","0.307",33.3
"Holton, Tyler",663947,"DET","FF","4-Seamer",2.7,9,"334",27.9,"84","0.178","0.219","0.23",27.1,28.6,20.2,"0.22","0.37","0.297",39.2
"Law, Derek",571882,"CIN","FC","Cutter",0.9,3,"351",36.6,"84","0.254","0.388","0.367",22.2,11.9,11.5,"0.309","0.478","0.411",35.1
"Milner, Hoby",571948,"MIL","SIFT","Sinker",-0.1,0,"303",29.5,"84","0.264","0.486","0.367",13.7,14.3,16.7,"0.264","0.49","0.367",32.3
"Uribe, Abner",682842,"MIL","SIFT","Sinker",1.4,4,"317",61.2,"84","0.179","0.209","0.295",24,21.4,29,"0.258","0.376","0.357",44
"Duran, Jhoan",661395,"MIN","FS","Splitter",3,8,"278",27.3,"84","0.241","0.304","0.277",26.8,21.4,31,"0.198","0.288","0.239",41
"Neris, Hector",593576,"HOU","FS","Splitter",1.1,3,"315",28.8,"84","0.171","0.237","0.213",42,35.7,22.9,"0.174","0.239","0.215",16.7
"Covey, Dylan",592229,"PHI","SIFT","Sinker",-0.3,-1,"304",41.4,"84","0.296","0.437","0.392",15.4,17.9,21.1,"0.299","0.414","0.37",46.4
"Soriano, George",666277,"MIA","SL","Slider",0.9,3,"335",37.9,"84","0.162","0.365","0.285",38,39.3,27.5,"0.157","0.33","0.251",27.9
"Francis, Bowden",670102,"TOR","FF","4-Seamer",2.2,6,"278",51.6,"84","0.197","0.382","0.28",16.9,25,21.4,"0.229","0.456","0.334",51.8
"Sborz, Josh",622250,"TEX","SL","Slider",0.6,2,"317",38,"84","0.203","0.367","0.29",40,25,28.4,"0.232","0.356","0.28",36.2
"Englert, Mason",669438,"DET","SL","Slider",0.4,1,"348",36.3,"84","0.284","0.446","0.365",30.1,14.3,16.4,"0.331","0.489","0.385",41.5
"Cortes, Nestor",641482,"NYY","FC","Cutter",0.1,0,"307",28.7,"83","0.26","0.545","0.364",20.6,15.7,17.6,"0.246","0.559","0.363",43.8
"Robertson, David",502085,"MIA","CUKC","Curveball",0.2,0,"270",25.3,"83","0.234","0.377","0.293",37.8,34.9,24.6,"0.201","0.33","0.261",43.8
"Moore, Matt",519043,"MIA","CH","Changeup",3.8,10,"260",30.9,"83","0.163","0.237","0.188",32.4,38.6,30.5,"0.157","0.255","0.19",22.4
"Hernández, Carlos",672578,"KC","SL","Slider",-1.1,-3,"295",23.6,"83","0.182","0.325","0.244",36.9,31.3,20.3,"0.207","0.36","0.258",41.5
"Velasquez, Vince",592826,"PIT","SL","Slider",2.3,7,"290",44.6,"83","0.192","0.308","0.238",31.9,28.9,27,"0.191","0.272","0.225",30.9
"Bassitt, Chris",605135,"TOR","ST","Sweeper",-0.3,-1,"281",9,"83","0.197","0.382","0.274",44.1,48.2,28.8,"0.156","0.266","0.216",16.2
"Scherzer, Max",453286,"TEX","CUKC","Curveball",0.6,2,"306",12.4,"83","0.187","0.373","0.289",32.6,37.3,30.1,"0.161","0.264","0.24",25
"VerHagen, Drew",572403,"STL","FF","4-Seamer",-0.7,-2,"291",27.9,"83","0.264","0.444","0.358",22.8,19.3,18.8,"0.253","0.42","0.333",35.1
"Chapman, Aroldis",547973,"TEX","FF","4-Seamer",0.4,2,"485",48.1,"83","0.242","0.339","0.366",36.8,21.7,26.9,"0.236","0.386","0.376",27.3
"Dodd, Dylan",689266,"ATL","FF","4-Seamer",0.2,1,"278",48.9,"83","0.342","0.595","0.414",13,9.6,10.1,"0.341","0.675","0.442",54.9
"Butto, José",676130,"NYM","FF","4-Seamer",1.6,6,"373",50.9,"83","0.174","0.275","0.29",22.7,16.9,15.6,"0.227","0.333","0.319",49.1
"Priester, Quinn",682990,"PIT","SIFT","Sinker",1.6,5,"292",33.7,"82","0.261","0.406","0.363",10.5,8.5,15.9,"0.307","0.419","0.376",54.8
"Paxton, James",572020,"BOS","FC","Cutter",-0.4,-1,"282",16.7,"82","0.194","0.431","0.306",32.7,32.9,21.1,"0.166","0.307","0.262",34.8
"Abbott, Cory",676265,"WSH","CUKC","Curveball",0.5,2,"332",47.2,"82","0.247","0.301","0.276",36.2,29.3,21.6,"0.222","0.314","0.279",44
"Nogosek, Stephen",668665,"NYM","FF","4-Seamer",-0.6,-2,"307",62.8,"82","0.286","0.5","0.391",24.3,25.6,21,"0.252","0.444","0.349",46
"Snell, Blake",605483,"SD","SL","Slider",1,4,"416",13.1,"82","0.123","0.26","0.212",53.6,41.5,25,"0.162","0.295","0.249",32.5
"Stephenson, Robert",596112,"TB","FC","Cutter",3.8,12,"316",41.4,"82","0.101","0.253","0.151",59.9,51.2,46.2,"0.123","0.244","0.16",25.6
"Marinaccio, Ron",676760,"NYY","CH","Changeup",-1.7,-6,"332",37.1,"82","0.227","0.409","0.354",30.1,28,18.1,"0.183","0.329","0.308",22.7
"Abbott, Andrew",671096,"CIN","CH","Changeup",0.7,2,"310",16.3,"82","0.203","0.27","0.255",39.4,31.7,27.1,"0.189","0.313","0.263",31.3
"Bieber, Shane",669456,"CLE","CUKC","Curveball",-0.2,0,"270",13.8,"82","0.231","0.359","0.298",32.6,34.1,21.2,"0.255","0.366","0.29",54
"García, Yimi",554340,"TOR","CUKC","Curveball",0.2,1,"367",33.4,"82","0.189","0.324","0.269",34,31.7,25,"0.191","0.297","0.246",29.4
"Brazoban, Huascar",623211,"MIA","FC","Cutter",-0.6,-2,"332",32.8,"82","0.217","0.377","0.307",37,32.9,24.5,"0.18","0.299","0.269",20.5
"Jiménez, Joe",641729,"ATL","SL","Slider",-0.5,-1,"287",30.7,"81","0.244","0.423","0.321",45.7,38.3,27.9,"0.223","0.382","0.275",42.6
"Lively, Ben",594902,"CIN","SL","Slider",1.7,5,"325",23.5,"81","0.169","0.312","0.228",33.3,29.6,26.7,"0.231","0.409","0.292",32.1
"Fairbanks, Pete",664126,"TB","SL","Slider",3.2,12,"366",49.9,"81","0.178","0.178","0.225",31.4,32.1,26.3,"0.209","0.244","0.247",34
"Cabrera, Génesis",650893,"TOR","FC","Cutter",-0.9,-3,"304",32.1,"81","0.247","0.384","0.327",43.1,34.6,20.6,"0.213","0.347","0.277",45.7
"Kershaw, Clayton",477132,"LAD","CUKC","Curveball",1,4,"355",17.5,"81","0.212","0.338","0.254",33.8,38.3,20.8,"0.193","0.323","0.227",30.6
"VerHagen, Drew",572403,"STL","ST","Sweeper",2.7,9,"324",31.1,"81","0.128","0.218","0.18",44.4,35.8,23.6,"0.162","0.271","0.204",28.6
"Skubal, Tarik",669373,"DET","CH","Changeup",2.1,6,"298",24.5,"81","0.167","0.205","0.183",50.6,43.2,31.3,"0.175","0.226","0.194",39.5
"Hentges, Sam",656529,"CLE","FF","4-Seamer",1.9,6,"307",36,"81","0.278","0.389","0.338",22.6,19.8,25.8,"0.28","0.424","0.343",63.2
"Williams, Trevor",592866,"WSH","SL","Slider",-0.9,-4,"407",15.5,"81","0.314","0.514","0.409",26.2,12.3,10.9,"0.33","0.51","0.403",47.5
"Sears, JP",676664,"OAK","SL","Slider",0.9,3,"352",12.3,"80","0.197","0.352","0.277",29.8,30,18.8,"0.173","0.3","0.249",29.2
"Sborz, Josh",622250,"TEX","FF","4-Seamer",-1.6,-5,"302",36.2,"80","0.265","0.515","0.385",33.8,25,20.4,"0.233","0.47","0.356",45.8
"Beeks, Jalen",656222,"TB","CH","Changeup",1,3,"324",44.3,"80","0.267","0.373","0.318",31.7,27.5,25.9,"0.225","0.349","0.291",38.9
"Miller, Bobby",676272,"LAD","CH","Changeup",0.8,3,"314",16,"80","0.133","0.307","0.215",39.9,31.3,20.2,"0.166","0.256","0.215",28
"Helsley, Ryan",664854,"STL","FF","4-Seamer",1,3,"341",56.2,"80","0.224","0.328","0.304",23.6,22.5,19.6,"0.217","0.331","0.311",48
"Wells, Tyler",669330,"BAL","SL","Slider",0.4,1,"312",16.4,"80","0.149","0.23","0.226",28,23.8,14.7,"0.197","0.31","0.254",32.7
"Miller, Bobby",676272,"LAD","CUKC","Curveball",1.2,4,"363",18.5,"80","0.184","0.303","0.233",36,36.3,28.2,"0.199","0.313","0.243",36.2
"Boyd, Matthew",571510,"DET","SL","Slider",-0.6,-2,"334",28.4,"80","0.203","0.338","0.289",30.5,31.3,19.1,"0.195","0.328","0.259",30.6
"Bard, Daniel",453268,"COL","SIFT","Sinker",0.7,2,"349",37.4,"80","0.188","0.234","0.299",15.2,17.5,21.9,"0.202","0.249","0.298",26
"Ferguson, Caleb",657571,"LAD","FC","Cutter",-0.6,-2,"327",30.7,"80","0.253","0.427","0.328",27.1,30,22.6,"0.238","0.314","0.268",33.3
"Severino, Luis",622663,"NYY","SL","Slider",-4.1,-12,"303",18.5,"80","0.28","0.56","0.398",25.6,21.3,14,"0.291","0.544","0.375",32.8
"Farmer, Buck",571656,"CIN","SL","Slider",1.4,6,"414",33.9,"80","0.158","0.25","0.195",45.5,33.8,20.9,"0.196","0.315","0.237",24
"Shreve, Chasen",592741,"CIN","FS","Splitter",0.3,1,"306",40.6,"80","0.211","0.263","0.236",31.8,28.7,18,"0.244","0.336","0.265",35.2
"Chafin, Andrew",605177,"MIL","SL","Slider",0.4,1,"323",35.1,"80","0.111","0.208","0.192",55.8,58.8,28.5,"0.119","0.24","0.206",28
"Scherzer, Max",453286,"TEX","FC","Cutter",2,5,"256",10.4,"79","0.135","0.243","0.195",33.3,43,28.8,"0.123","0.227","0.183",42.5
"Lyles, Jordan",543475,"KC","CH","Changeup",-2.7,-8,"307",10.9,"79","0.26","0.481","0.326",25.7,17.7,15.9,"0.282","0.473","0.324",34.4
"Wentz, Joey",666214,"DET","CH","Changeup",0.1,0,"337",17.5,"79","0.189","0.392","0.296",31.8,16.5,11.7,"0.238","0.427","0.31",21.3
"Morgan, Eli",669212,"CLE","SL","Slider",-1.3,-4,"309",25.8,"79","0.26","0.39","0.329",35.7,24.1,20.7,"0.242","0.355","0.268",27.6
"Rogers, Taylor",573124,"SF","SIFT","Sinker",1.6,6,"346",41.5,"79","0.254","0.296","0.289",13.7,31.6,25,"0.234","0.305","0.282",63
"Suter, Brent",608718,"COL","CH","Changeup",1.4,4,"319",28.3,"79","0.171","0.25","0.193",38.1,30.4,21.6,"0.17","0.239","0.19",18.9
"Adon, Joan",672851,"WSH","FF","4-Seamer",-0.1,0,"365",39.5,"79","0.288","0.411","0.328",22.1,19,17.2,"0.278","0.436","0.33",55.9
"Anderson, Nick",623433,"ATL","FF","4-Seamer",0.7,2,"265",48.4,"79","0.274","0.425","0.336",18.4,22.8,19.8,"0.307","0.535","0.385",58.2
"Rucker, Michael",621074,"CHC","FF","4-Seamer",-1.4,-4,"285",39.6,"79","0.323","0.548","0.425",14.4,11.4,12.3,"0.311","0.534","0.424",58.2
"Chargois, JT",608638,"MIA","SL","Slider",0.3,1,"292",41.5,"79","0.206","0.338","0.283",30.2,29.1,19,"0.178","0.267","0.246",17
"Carrasco, Carlos",471911,"NYM","SL","Slider",-2.6,-7,"283",17.8,"79","0.333","0.583","0.409",32.9,20.3,17.2,"0.288","0.515","0.368",45.6
"May, Trevor",543507,"OAK","FF","4-Seamer",0.8,3,"327",42.1,"78","0.161","0.339","0.338",32.8,24.4,20.7,"0.211","0.39","0.371",59
"Fujinami, Shintaro",660261,"BAL","FS","Splitter",-1.4,-4,"281",20,"78","0.239","0.451","0.319",37.2,33.3,22.8,"0.222","0.355","0.28",54.3
"Englert, Mason",669438,"DET","CH","Changeup",-2.4,-6,"256",26.7,"78","0.3","0.5","0.38",29,24.4,16,"0.25","0.4","0.32",42.3
"Wesneski, Hayden",669713,"CHC","SIFT","Sinker",-1.1,-3,"279",18.9,"78","0.273","0.545","0.421",14.5,6.4,11.6,"0.283","0.484","0.378",39.7
"Holton, Tyler",663947,"DET","CH","Changeup",0.8,2,"269",22.5,"78","0.195","0.416","0.273",33.3,26.9,23.3,"0.254","0.432","0.298",39.3
"Manaea, Sean",640455,"SF","CH","Changeup",1.2,4,"346",16.9,"78","0.208","0.333","0.275",18.8,16.7,15.3,"0.252","0.414","0.309",28.3
"Lambert, Jimmy",669424,"CWS","FF","4-Seamer",-2.3,-7,"295",43.6,"78","0.288","0.667","0.44",20.9,16.7,19.4,"0.296","0.611","0.426",59.3
"Banks, Tanner",621383,"CWS","SL","Slider",1.3,4,"302",30,"78","0.225","0.408","0.306",26.5,17.9,18.4,"0.214","0.312","0.268",33.3
"Hentges, Sam",656529,"CLE","CUKC","Curveball",2.1,6,"307",36,"78","0.243","0.297","0.273",33.1,33.3,23.6,"0.237","0.317","0.265",37.5
"Martinez, Nick",607259,"SD","FC","Cutter",-2.1,-6,"289",16.5,"78","0.382","0.632","0.472",16.9,12.8,25,"0.336","0.652","0.451",44.1
"Gray, Jon",592351,"TEX","CH","Changeup",1.7,5,"278",11.6,"78","0.211","0.268","0.231",21.3,7.7,15,"0.263","0.411","0.319",35.8
"Weathers, Ryan",677960,"MIA","CH","Changeup",-1.2,-3,"253",23.6,"78","0.304","0.507","0.381",27.9,14.1,12.1,"0.293","0.427","0.357",25.9
"Alvarado, José",621237,"PHI","FC","Cutter",1.5,5,"304",41,"78","0.181","0.278","0.247",43.8,52.6,27.5,"0.153","0.207","0.198",51.6
"Flexen, Chris",623167,"COL","CH","Changeup",0.4,1,"281",16,"78","0.213","0.32","0.249",39.7,29.5,24.2,"0.226","0.34","0.261",21.2
"Davidson, Tucker",656353,"KC","FF","4-Seamer",-1.6,-5,"298",35.2,"78","0.328","0.597","0.444",12.6,15.4,27.3,"0.309","0.54","0.406",39.3
"Perdomo, Angel",622780,"PIT","FF","4-Seamer",0.7,2,"302",61.8,"78","0.232","0.449","0.325",32.4,39.7,31,"0.202","0.37","0.284",42.5
"Gibaut, Ian",664139,"CIN","ST","Sweeper",1.8,5,"252",20.8,"78","0.192","0.288","0.23",23.5,12.8,13.9,"0.236","0.392","0.289",28.1
"Leclerc, José",600917,"TEX","FF","4-Seamer",0.1,0,"340",34.8,"77","0.215","0.4","0.329",28.9,20.8,15.7,"0.232","0.47","0.36",44.9
"Davies, Zach",605200,"AZ","FF","4-Seamer",-0.6,-2,"337",22.5,"77","0.21","0.355","0.338",18.1,27.3,17.5,"0.215","0.464","0.361",52.4
"Hernandez, Jose",669796,"PIT","FF","4-Seamer",-2.9,-8,"286",33.2,"77","0.322","0.729","0.505",13.7,11.7,15.5,"0.304","0.655","0.462",40.4
"Bautista, Félix",642585,"BAL","FS","Splitter",3.4,8,"245",24.8,"77","0.122","0.162","0.149",60.2,66.2,39.2,"0.087","0.123","0.115",34.8
"González, Victor",624647,"LAD","SIFT","Sinker",0.5,2,"325",63.7,"77","0.258","0.348","0.318",18.1,11.7,17.3,"0.237","0.316","0.298",27.6
"Fleming, Josh",676596,"TB","CH","Changeup",-1.6,-3,"220",29,"77","0.352","0.507","0.371",15.4,6.5,10.2,"0.316","0.444","0.345",50.7
"Irvin, Cole",608344,"BAL","CH","Changeup",-1.3,-4,"269",21.1,"77","0.324","0.568","0.392",16.8,9.1,8.1,"0.371","0.629","0.436",35.8
"Gibaut, Ian",664139,"CIN","FC","Cutter",1.1,4,"329",27.1,"77","0.29","0.435","0.349",28,16.9,22.4,"0.259","0.415","0.327",38.6
"Miller, Mason",695243,"OAK","FF","4-Seamer",0.8,3,"338",55.5,"77","0.219","0.391","0.315",21,23.4,18.9,"0.186","0.362","0.302",39.6
"Kluber, Corey",446372,"BOS","CUKC","Curveball",-0.4,-1,"279",28.2,"77","0.247","0.479","0.327",26.1,27.3,21.4,"0.197","0.351","0.256",26.9
"Bielak, Brandon",656232,"HOU","SIFT","Sinker",-0.8,-3,"301",21.7,"77","0.333","0.47","0.425",13.4,3.9,7.9,"0.27","0.388","0.34",48.4
"Peralta, Wandy",593974,"NYY","SIFT","Sinker",1.2,4,"324",36.9,"76","0.219","0.25","0.28",17.1,10.5,14.5,"0.259","0.329","0.324",33.3
"Cuas, Jose",621016,"CHC","SL","Slider",-3.5,-9,"271",23,"76","0.254","0.478","0.347",42.2,32.9,26.3,"0.222","0.519","0.347",41.9
"Falter, Bailey",663559,"PIT","CUKC","Curveball",-2.6,-8,"292",22.5,"76","0.267","0.493","0.343",20.9,19.7,15.8,"0.299","0.549","0.364",40
"Johnson, Pierce",572955,"ATL","FF","4-Seamer",-2.1,-8,"382",35.2,"76","0.351","0.579","0.461",21.3,14.5,11.6,"0.328","0.525","0.437",58.3
"Nelson, Ryne",669194,"AZ","SL","Slider",-0.5,-2,"291",12.4,"76","0.192","0.411","0.269",27.1,19.7,13.3,"0.181","0.293","0.236",25.4
"Severino, Luis",622663,"NYY","CH","Changeup",-0.8,-3,"304",18.6,"76","0.279","0.441","0.364",21.6,19.7,16.3,"0.278","0.406","0.34",40.7
"Blach, Ty",621389,"COL","CH","Changeup",-2,-6,"279",22.1,"76","0.371","0.486","0.374",20.7,11.8,9.3,"0.358","0.476","0.379",39.1
"Cox, Austin",680735,"KC","FF","4-Seamer",0.5,1,"281",48.6,"76","0.246","0.377","0.347",29,22.4,22.4,"0.241","0.406","0.361",45.7
"Moran, Jovani",663558,"MIN","FF","4-Seamer",-0.8,-3,"342",45.6,"76","0.304","0.429","0.415",17.1,17.1,18.1,"0.322","0.469","0.432",43.2
"Gray, Sonny",543243,"MIN","FC","Cutter",2,7,"370",13.1,"76","0.257","0.357","0.289",28.2,13.2,27,"0.295","0.438","0.334",39.7
